Date,Banks name,Yerevan,Lori,Tavush,Syuniq,Ararat,Kotayq,Armavir,Aragatsotn,Shirak,Gegharquniq,Vayots Dzor,NKR,NPL (%),NPL (%)_r,NPL(AMDths),LoanPortfolio(net),Provisions,LoanPortfolio(Gross),Coverageratio,TheimpairmenttotheNPL,CostofCreditRisk,TotalAssets,TotalLiabilities,TotalCapital,"StatutoryCapital
(w/oincomefromemission)",Loans,Liabilitiestocustomers,Liabilitiestocustomers(incl.securities),EmittedSecurities,ProfitAftertax,"ROA
(Annualized)","ROE
(Annualized)",Interestandsimilarincome,Interestandsimilarexpenses,Netinterestincome,Commisssionsreceived,Commisssionspaid,Netcommissions,Dividendsreceived,Netotheroperatingincome,Operatingincome,Netprovisions,Totaladministrativeexpenses,Otherincome/exspenses,Profit/(loss)beforetax,Incometax,Profit/(loss)aftertax,AMD_Assets,FXgroupI_Assets,FXgroupII_Assets,Cost of credit risk,Cost of credit risk_r,Net non-interest,Bonds Attracted
9/30/2021,ACBA,19,5,4,4,4,5,4,5,6,5,2,0,5.81,0.17211704,20774916,346015787,-11304801,357320588,54.42,54.42,0.85,503477870,428206111,75271759,50000000,346015788,287862176,291397562,3535386,7401824,2,14,34396814,15908923,18487891,4508948,1876459,2632489,9063,-2452557,20331568,2220562,9199675,406572,9317903,1916079,7401824,328702035.1,173099296,1676539,0.452482317,2.210031116,1843677.00,26465460.00
9/30/2021,Ameria,14,1,1,2,0,2,1,0,1,0,1,0,3.31,0.302114804,22398313,660116314,-16866832,676983146,75.3,75.3,1.09,1078886597,954787176,124099421,54385935,660116314,561256134,672123260,110867126,14495765,2,17,54095742,24111717,29984025,5199015,1455802,3743213,0,-1264885,38297522,5745297,14645893,0,17906332,3410567,14495765,417918500,651928831,9039266,0.382424047,2.614898325,8313497.00,61281420.00
9/30/2021,Ararat,24,4,4,3,2,5,2,1,6,2,0,1,4.67,0.214132762,7032289,145634552,-4860639,150495191,69.12,69.12,0.35,263806294,223151927,40654367,8803655,145634552,110970480,124078259,13107779,2936305,1,10,14143988,7762237,6381751,1573493,897904,675589,0,-521893,7656341,398502,4048423,0,3209416,273111,2936305,130376151,132314005,1116138,0.528767332,1.891190963,1274590.00,45234073.00
9/30/2021,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,5.03,0.198807157,5973298,113558692,-5295790,118854482,88.66,88.66,-0.46,396639807,337845942,58793865,10000200,113558692,124716434,184730347,60013913,6015800,2,13,24727513,16789515,7937998,370911,129542,241369,0,-1036016,8372368,-426650,1433218,0,7365800,1350000,6015800,250534821,139049106,7055880,0.171184305,5.841657037,434370.00,235712520.00
9/30/2021,Artsakh,9,0,0,0,0,0,0,0,0,0,0,11,2.79,0.358422939,1001806,34807073,-1096406,35903479,109.44,109.44,-6.18,193563739,144191845,49371894,23261150,34807073,97765451,97765451,0,5983392,4,17,12278398,6115610,6162788,458843,242159,216684,3241,-1036232,5546131,-3312385,1815124,0,7043392,1060000,5983392,,,,0.32727752,3.055510809,-616657.00,130330727.00
9/30/2021,ASHB,19,6,4,5,5,6,3,3,4,4,2,0,5.82,0.171821306,35335274,592583929,-14598265,607182194,41.31,41.31,2.27,992403706,895972976,96430729,52227200,592583930,425347186,604393209,179046023,10006187,1,14,56150895,33152491,22998404,5277035,1127572,4149463,0,1483878,33148228,10341046,11092084,0,11715098,1708911,10006187,542186355,439064465,11152886,0.334620722,2.988458079,10149824.00,137201593.00
9/30/2021,Byblos,5,0,0,0,0,0,0,0,0,0,0,0,1.93,0.518134715,799666,40674644,-675087,41349731,84.42,84.42,-0.92,97859173,68127907,29731266,26249100,40674644,58453456,58453456,0,929564,1,4,4708374,2554239,2154135,107250,83672,23578,0,-95875,2156766,-282499,1230246,0,1209019,279455,929564,50115301,47724375,19497,0.570412367,1.75311767,2631.00,22027594.00
9/30/2021,Converse,16,1,2,1,1,5,3,1,3,1,0,1,7.21,0.138696255,16775544,224980388,-7832409,232812797,46.69,46.69,1.98,369404913,320272280,49132633,19947633,224980388,251159211,268779922,17620711,1509661,1,4,19801891,8919732,10882159,2921182,1426015,1495167,0,744590,13868387,3499958,8236489,0,2131940,622279,1509661,144732844.9,221642947.8,3029120.29,0.593903891,1.683774118,2986228.00,51252020.00
9/30/2021,Econom,32,3,1,2,2,5,2,1,3,3,1,1,0.6,1.666666667,1262877,206570497,-3120933,209691430,247.13,247.13,0.37,335889167,292187008,43702159,26107555,206570497,118001775,124090439,6088664,3141317,1,10,20028126,11260327,8767799,2351910,789669,1562241,0,-1978574,9582497,567086,5377970,0,3637441,496124,3141317,218496395,117218307,174465,0.561228456,1.78180559,814698.00,42790770.00
9/30/2021,Evoca,11,1,0,0,0,1,0,0,1,0,0,0,1.87,0.534759358,2336835,122615298,-2459241,125074539,105.24,105.24,2.51,223426233,189669570,33756663,20000000,122615298,139636543,145498614,5862071,485944,0,2,11539628,6773777,4765851,1340599,814601,525998,0,-579776,6019703,2250807,3137878,0,631018,145074,485944,113277471,108188631,1960131,0.52126791,1.918399312,1253852.00,23176319.00
9/30/2021,HSBC,7,0,0,0,0,0,0,0,0,0,0,0,11.03,0.090661831,17589198,152952231,-6470553,159422784,36.79,36.79,0.58,252241234,205625693,46615541,18434350,152952231,178210940,178210940,0,2920222,2,9,11100931,2207936,8892995,1578176,392526,1185650,0,138477,11100542,678894,6881665,0,3539983,619761,2920222,132219686,115315181,4706367,0.619939549,1.613060502,2207547.00,32429282.00
9/30/2021,IDbank,10,1,0,0,0,1,1,0,1,0,0,0,8.11,0.123304562,10203839,116476167,-9399297,125875464,92.12,92.12,0.56,189870772,144448393,45422379,33971850,116476167,97653883,110098685,12444802,1185372,1,4,11710327,4730654,6979673,2194083,845933,1348150,0,-1918714,7087302,489238,5027168,0,1570896,385524,1185372,124040199,65616760,213813,0.709320416,1.409800109,107629.00,28649356.00
9/30/2021,Ineco,18,2,0,0,1,2,1,1,1,0,0,0,3.04,0.328947368,6446508,205470325,-6820531,212290856,105.8,105.8,3.01,382088618,325973267,56115351,14545680,205470325,230754650,236282132,5527482,6152006,2,14,26048051,11182996,14865055,2944396,1480804,1463592,0,235051,18558173,4982741,5961525,0,7613907,1461901,6152006,245465036,133000687,3622895,0.321234477,3.112990889,3693118.00,85812778.00
9/30/2021,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,3.52,0.284090909,755091,21112513,-356245,21468758,47.18,47.18,1.02,85138332,42668774,42469558,32100000,21112513,4740159,4740159,0,1825188,3,6,3356404,34455,3321949,224533,961,223572,0,-350870,3172394,153445,753867,0,2265082,439894,1825188,48838228,36164064,136040,0.237633472,4.208161382,-149555.00,34900704.00
9/30/2021,Uni,31,4,1,3,2,2,2,2,2,3,1,2,18.96,0.052742616,28258137,140582210,-8446251,149028461,29.89,29.89,4.92,246968653,212558773,34409880,20489653,140582211,179547024,191557189,12010165,749375,0,3,15676095,7441969,8234126,2704586,527806,2176780,0,-2903985,9622330,5805752,2902705,0,913873,164498,749375,128930588,113089657,4948408,0.301663422,3.314952782,1388204.00,16964898.00
9/30/2021,VTB,28,5,3,5,4,5,3,4,7,5,3,0,6.75,0.148148148,15069410,207124147,-16246675,223370822,107.81,107.81,5.28,373642772,324516985,49125787,63775674,207124147,287859673,287859673,0,215060,0,1,27229000,10441600,16787400,2500462,1387051,1113411,0,-2780885,16388889,9126694,6875072,0,387123,172063,215060,256968225.9,112527536.1,4147010,0.419495916,2.383813434,-398511.00,21926472.00
12/31/2021,ABB,30,3,2,3,3,3,1,2,4,4,0,5,2.17,0.460829493,13214714,601368649,-8640587,610009236,65.39,65.39,2.31,883832722,831152682,52680040,42090187,601368649,557427608,568300268,10872660,537224,0,1,59548068,44431084,15116984,5720641,397149,5323492,0,-472090,22893384,14416418,7359744,0,1117222,579998,537224,582330382,296703104,4799236,0.321479079,3.110622325,7776400.00,155539359.00
12/31/2021,ACBA,20,5,4,4,4,5,4,5,6,5,2,0,4.55,0.21978022,17160094,369263972,-8161279,377425251,47.56,47.56,-0.18,548178402,459138566,89039836,55000000,369263972,298637377,302098875,3461498,10161756,2,14,46529397,21332504,25196893,6124797,2644989,3479808,12455,-3105712,28261734,-620045,16535067,566568,12913280,2751524,10161756,361419368.8,185404000,1355033,0.58506909,1.709199849,3064841.00,25213506.00
12/31/2021,Ameria,15,1,1,2,0,2,1,0,1,0,1,0,3.21,0.31152648,22155726,673086265,-16885854,689972119,76.21,76.21,0.89,1096721050,967789801,128931249,54385935,673086264,600614296,711689239,111074943,19416067,2,16,73137015,32662210,40474806,7144770,2053290,5091480,0,-3216546,50629550,6222649,20535180,0,23871721,4455654,19416067,445854488,643702026,7164536,0.405596736,2.465503075,10154744.00,65703093.00
12/31/2021,Ararat,24,4,4,3,2,5,2,1,6,2,0,1,1.57,0.636942675,2365929,147756084,-3195512,150951596,135.06,135.06,1.81,270126961,230565301,39561660,8803655,147756084,116653113,129651600,12998487,1699157,1,4,19091237,10496167,8595070,2196181,1258326,937855,0,-773352,10395947,2732475,5645012,0,2018460,319303,1699157,133775584,135401800,949577,0.543001229,1.841616458,1800877.00,46921962.00
12/31/2021,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,4.26,0.234741784,5207736,116334659,-5972942,122307601,114.69,114.69,0.28,400425154,340977444,59447710,10000200,116334659,124050806,182889881,58839075,7751812,2,13,33253801,22968706,10285095,500747,182667,318080,0,-1245883,11778454,343120,1983522,0,9451812,1700000,7751812,289616697,108304463,2503994,0.168402576,5.938151445,1493359.00,244018430.00
12/31/2021,Artsakh,9,0,0,0,0,0,0,0,0,0,0,10,2.86,0.34965035,1129162,38613518,-849794,39463312,75.26,75.26,-3.28,198592270,149821053,48771217,23261150,38613518,100977777,100977777,0,5395264,3,12,16130707,8258499,7872208,636924,320011,316913,3241,-1331724,7235853,-2133479,2730226,0,6639106,1243842,5395264,,,,0.377319163,2.650276207,-636355.00,127864894.00
12/31/2021,ASHB,19,6,4,5,5,6,3,3,4,4,2,0,5.59,0.178890877,32728264,571728929,-14217553,585946482,43.44,43.44,2.02,1011208112,911138989,100069124,52227200,571728929,415130748,605265676,190134928,13653953,1,15,74657761,44907438,29750323,6996932,2129984,4866948,0,1883844,42805523,12204810,14270385,0,16330328,2676375,13653953,544456688.4,464114902,2636522,0.333377193,2.999605315,13055200.00,147022927.00
12/31/2021,Byblos,5,0,0,0,0,0,0,0,0,0,0,0,1.52,0.657894737,620445,40479645,-430743,40910388,69.42,69.42,-1.33,101174303,71287267,29887036,26249100,40479645,61761731,61761731,0,1183132,1,4,6312968,3439257,2873711,144756,119257,25499,0,-139482,2881623,-543479,1829068,0,1596034,412902,1183132,51725124,49426486,22693,0.634735356,1.575459742,7912.00,22513858.00
12/31/2021,Converse,16,1,2,1,1,5,3,1,3,1,0,1,6.4,0.15625,15355893,234288706,-5544888,239833594,36.11,36.11,1.17,377571800,325970535,51601265,19947633,234288706,261422606,278658297,17235691,4126909,1,8,26602293,12212479,14389814,4162095,2070411,2091684,0,1126772,19286804,2765452,11166321,0,5355031,1228122,4126909,147932631.2,226543080,3096088.76,0.578961709,1.727229944,4896990.00,51002620.00
12/31/2021,Econom,32,3,1,2,2,5,2,1,2,3,1,1,0.42,2.380952381,943527,221502527,-3210100,224712627,340.22,340.22,0.73,360379138,317000565,43378573,26107555,221502527,135948859,142056756,6107897,3089986,1,7,27099454,15237944,11861510,3279159,1254288,2024871,0,-2683848,13021856,1522608,7420780,0,4078468,988482,3089986,236481433,122652526,1245179,0.569871146,1.75478265,1160346.00,42807421.00
12/31/2021,Evoca,11,1,0,0,0,1,0,0,1,0,0,0,1.12,0.892857143,1584415,139957954,-2112532,142070486,133.33,133.33,1.68,245714992,211939362,33775630,20000000,139957954,153009627,158831724,5822097,1128026,1,3,15796564,9329629,6466935,1991958,1264103,727855,0,-836991,8255229,2088173,4690538,0,1476518,348492,1128026,131465215,112619697,1630080,0.568189931,1.75997487,1788294.00,27072990.00
12/31/2021,HSBC,7,0,0,0,0,0,0,0,0,0,0,0,11.86,0.084317032,19172088,153634134,-8055334,161689468,42.02,42.02,1.62,261356274,214381104,46975170,18434350,153634134,198416816,198416816,0,3225050,1,7,15152746,3019564,12133182,2281318,554525,1726793,0,230384,15443945,2557307,9077623,0,3809015,583965,3225050,130763830,125914777,4677667,0.58777877,1.701320379,3310763.00,35135599.00
12/31/2021,IDbank,10,1,0,0,0,1,1,0,1,0,0,0,8.02,0.124688279,10477350,123317853,-7326262,130644115,69.92,69.92,0.27,198015500,151628117,46387383,33971850,123317853,106875167,120212744,13337577,2248239,1,5,16005220,6485599,9519621,3270796,1199061,2071735,0,-2426753,10379749,319470,7144461,0,2915818,667579,2248239,133343685,60266853,4404962,0.688307685,1.452838639,860128.00,27501869.00
12/31/2021,Ineco,18,2,0,0,1,2,1,1,1,0,0,0,1.98,0.505050505,4501232,221248728,-5792067,227040795,128.68,128.68,2.33,426503916,367378011,59125905,14545680,221248728,253215411,256805012,3589601,9007296,2,16,34610432,15066940,19543492,4222587,2133519,2089068,0,291815,24947497,5170750,8729740,0,11047007,2039711,9007296,283710908,140410904,2382104,0.349924483,2.857759455,5404005.00,94105069.00
12/31/2021,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,3.98,0.251256281,947858,23525098,-315145,23840243,33.25,33.25,0.24,83192255,39870153,43322102,32100000,23525098,4834751,4834751,0,2677732,3,6,4608663,51864,4556799,308174,1234,306940,0,-444388,4383522,49313,1023898,0,3310311,632579,2677732,47696767,35314301,181187,0.233578844,4.281209646,-173277.00,38145095.00
12/31/2021,Uni,32,3,1,3,2,2,2,2,2,3,1,2,16.64,0.060096154,24480174,139400064,-7700511,147100575,31.46,31.46,5.4,255851233,221157029,34694204,21588653,139400064,191869529,204038318,12168789,400971,0,1,20146879,9958322,10188557,4441491,705643,3735848,0,-4739855,12850050,8385017,3911513,0,553520,152549,400971,125415531,126442995,3992707,0.304396714,3.285186581,2661493.00,16882118.00
12/31/2021,VTB,28,5,4,5,4,6,2,4,7,5,3,0,4.45,0.224719101,10004792,211914837,-13153587,225068424,131.47,131.47,4.65,361585152,311082428,50502725,63775674,211914837,288445026,288445026,0,1569296,0,3,36932603,13995394,22937209,3437624,1831908,1605716,0,-4061067,21993477,10668087,9321168,0,2004221,434926,1569296,248675745.6,108896221.9,4013184.12,0.42381512,2.359519406,-943732.00,21360114.00
3/31/2022,ABB,30,3,2,3,3,3,1,3,4,4,0,5,0.03504081,28.53815308,20909138,583559450,-13148732,596708182,0.628850984,0.628850984,0.134261595,876518647,696283766,180234881,170092515,583559450,462302720,473355974,11053254,368401,0.167421576,1.265358178,15302614,12896224,2406390,681669,130898,550771,0,16017690,22038730,19886292,1784037,0,368401,0,368401,586790635,275545752,14182260,0.134261595,7.448146285,19632340.00,159530709.00
3/31/2022,ACBA,19,5,4,4,4,5,4,5,6,5,2,0,0.041225684,24.25672307,16395145,389921057,-7771437,397692494,0.474008434,0.474008434,-0.001340741,553355121.8,462172568.6,91182553.15,55000000,389921057.3,298680602.1,302220850.1,3540248,3014150.818,2.189057893,13.37969531,12616767,5597115,7019652,1746021.198,784380,961641.198,3340,-1133448,8041755.198,-127193,4344242,181632,4006338.198,992187.38,3014150.818,362086306.8,188451319,2817496,-0.001340741,-745.8562094,1022103.00,22774540.00
3/31/2022,Ameria,13,1,1,2,,2,1,0,1,0,1,0,0.032379171,30.88405197,23659677,713001426,-17705279,730706705,0.74833139,0.748331391,0.00619817,1113647706,977716013.1,135931692.9,54385935,713001426,645192115,757734481,112542366,7504678.446,2.716172467,22.66735658,19239365.1,8521285,10718080.1,1983184,543440,1439744,0,-881601.446,16551240.23,1073900.908,6258626.319,0,9218713.001,1714034.555,7504678.446,464543434,637145667,11958605,0.00619817,161.3379433,5833160.00,84614950.00
3/31/2022,Ararat,23,4,4,3,2,3,2,1,5,2,0,1,0.016245792,61.55440129,2646168,159770164,-3113125,162883289,1.176465364,1.176465364,-0.006112467,285323560,244601101,40722459,8803655,159770164,131681760,139927691,8245931,1889119,2.720845769,18.82433561,5269980,2888532,2381448,639923,299756,340167,0,-419715,2985069,-234968,1358849,0,1861188,-27931,1889119,139453546,144227788,1642226,-0.006112467,-163.6000652,603621.00,52385008.00
3/31/2022,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,0.042672059,23.43453828,5259631,117214083,-6042942,123257025,1.148928889,1.148928889,0.000846521,389740005,338309982,51430023,10000200,117214083,117360004,176894716,59534712,1600597,1.620518933,11.54855502,8498183,6356242,2141941,137636,44276,93360,0,30652,2468165,24713,542855,0,1900597,300000,1600597,277847161,110357063,1535781,0.000846521,1181.305603,326224.00,230977512.00
3/31/2022,Artsakh ,9,0,0,0,0,0,0,0,0,0,0,10,0.030647533,32.6290537,1166353,36884052,-1172943,38056995,1.00565009,1.00565009,0.051142096,195951439,146599036,49352403,23261150,36884051,97969386,97969386,0,745503,1.511625674,6.078071722,3978201,2189378,1788823,226655,100887,125768,0,-95095,1995527,482638,585386,0,927503,182000,745503,155961634,39705664,284141,0.051142096,19.55336363,206704.00,127707008.00
3/31/2022,ASHB,20,6,4,5,5,6,3,3,4,4,2,0,0.053694636,18.62383423,32936341,599008590,-14392362,613400952,0.436975133,0.436975133,0.015783543,1045537464,939347121,106190342.2,52227200,599008590,435516395,618172877.4,182656482.4,4609294.953,1.792849833,17.87765685,18461575,11560678,6900897,2086668,593455,1493213,0,766641.0858,11431933.44,2314898.487,3407341,0,5709693.953,1100399,4609294.953,565344231.5,473593583,6599649,0.015783543,63.35713091,4531036.00,148866122.00
3/31/2022,Byblos,5,0,0,0,0,0,0,0,0,0,0,0,0.013255159,75.442324,599705,44770908,-472231,45243139,0.787438824,0.787438824,-0.003157282,102514094,72766482,29747612,26249100,44770908,63378149,63378149,0,227888,0.895045583,3.057122095,1604995,891048,713947,42074,34645,7429,0,-35605,716594,-33645,455066,0,295173,67285,227888,52473277,50017250,23567,-0.003157282,-316.7281225,2647.00,23010747.00
3/31/2022,Converse,16,1,2,1,1,5,3,1,3,1,0,1,0.063042139,15.86240594,15141364,234607996,-5570466,240178462,0.36789724,0.367897238,0.005919786,401776784,349364835,52411949,19947633,234607996,281630873,299288284,17657411,1255392,1.288657759,9.655634716,7008036,3455336,3552700,1007828,491740,516088,0,282703,4923532,346971,2940907,0,1635654,380262,1255392,153398376.1,245083838.2,3294569.629,0.005919786,168.9250253,1370832.00,61833843.00
3/31/2022,Econom,31,1,3,2,2,5,2,1,2,3,1,1,0.014496591,68.98173509,3476681,236066846,-3760642,239827488,1.081675886,1.081675886,0.002669971,367393110,322649266,44743844,26652068,236066846,139745265,144804090,5058825,1077648.138,1.184599321,9.783191837,7425389.438,4418585.788,3006803.65,852852.5621,338531.2122,514321.3499,0,-609013,3520821,152712.1173,1975521,0,1392587.883,314939.7444,1077648.138,230398536,134372713,2621861,0.002669971,374.5359032,514017.00,43665275.00
3/31/2022,Evoca,11,0,1,0,0,1,0,0,1,0,0,0,0.012689029,78.80823663,1965826,153066988,-1856289,154923277,0.944279402,0.944279402,0.008972888,259919723,225507168,34412555,20000000,153066988,163695034,173433096,9738062,1184668,1.874345989,13.89880666,4610387,2734095,1876292,875193,431506,443687,0,-464433,2977012,328660,1114464,0,1533888,349220,1184668,136080502,120961767,2877454,0.008972888,111.4468385,1100720.00,31082872.00
3/31/2022,HSBC,6,0,0,0,0,0,0,0,0,0,0,0,0.095639009,10.45598454,15727319,156583626.6,-7860978,164444604.6,0.499829502,0.499829501,-0.000742369,283505523,234491269,49014254,18434350,156583627,217575593,217575593,0,2127687,3.124002471,17.73267855,4203331,834192,3369139,592463,160463,432000,0,157827,4718387,-28787,2150803,0,2596371,468684,2127687,137767750,137605634,8132139,-0.000742369,-1347.039006,1349248.00,39913680.00
3/31/2022,IDbank,10,1,0,0,0,1,1,0,1,0,0,0,0.039463292,25.34000458,5125895,127151366,-2738838,129890204,0.534314105,0.534314105,-0.002473757,208942831,162238464,46704367,33971850,127151366,118459534,133871567,15412033,1450431,2.851261939,12.46452881,4421650,1851168,2570482,1075504,530274,545230,0,-490149,3671375,-77450,1899993,0,1848832,398401,1450431,132556093,72488598,3898140,-0.002473757,-404.2434241,1100893.00,28212645.00
3/31/2022,Ineco,18,2,0,0,1,1,1,1,1,0,0,0,0.014388448,69.50019905,3523649,238722370,-6171932,244894302,1.751574008,1.751574008,0.010112166,418550497,356461078,62089419,14545680,238722370,242599172,246672639,4073467,3166630,2.997799859,20.89920578,9261318,4025096,5236222,1233090,626142,606948,0,6555,7021590,581413,2504553,0,3935624,768994,3166630,275757489,140410904,2382104,0.010112166,98.89078166,1785368.00,95037089.00
3/31/2022,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,0.052539367,19.03334694,1331731,25155382,-191916,25347298,0.144110184,0.144110184,-0.024136906,96120586,51799109,44321477,32100000,25155381,4698990,4698990,0,972067,4.336853935,8.872910131,1441974,138172,1303802,62204,367,61837,0,-63919,1325094,-147217,248742,0,1223569,251502,972067,60274892,35706499,139195,-0.024136906,-41.4303308,21292.00,50193937.00
3/31/2022,Uni,33,3,1,3,2,2,2,2,2,3,1,2,0.128830483,7.762138096,18847549,137643246,-8654032,146297278,0.459159544,0.459159544,0.082761951,265603678,235076627,30527051,21588652,137643246,209393626,221143698,11750072,210395,0.322781503,2.580692445,4448547,2493534,1955013,873532,261812,611720,0,-1035336,4240351,2824774,1070108,0,345469,135074,210395,116814774,136798881,11990023,0.082761951,12.0828471,2285338.00,16269510.00
3/31/2022,VTB,28,5,4,5,4,5,3,4,7,5,3,0,0.03637403,27.49214206,7216211,186262631,-12126466,198389097,1.680447814,1.680447814,0.044651163,303669232.3,254103875,49565356.8,63775674,186262631.2,218486007,218486007,0,-631846.2,-0.759825553,-5.051333786,9279724.3,3242687.5,6037036.8,744195,360242,383953,0,-3103847.8,4149904,2222385.9,2550238.9,0,-622720.8,9125.4,-631846.2,208844783.6,91454065.42,3370383.256,0.044651163,22.39583323,-1887133.00,22568030.00
