Date,Banks name,Yerevan,Lori,Tavush,Syuniq,Ararat,Kotayq,Armavir,Aragatsotn,Shirak,Gegharquniq,Vayots Dzor,NKR,NPL (%),NPL (%)_r,NPL(AMDths),LoanPortfolio(net),Provisions,LoanPortfolio(Gross),Coverageratio,TheimpairmenttotheNPL,CostofCreditRisk,TotalAssets,TotalLiabilities,TotalCapital,"StatutoryCapital
(w/oincomefromemission)",Loans,Liabilitiestocustomers,Liabilitiestocustomers(incl.securities),EmittedSecurities,ProfitAftertax,"ROA
(Annualized)","ROE
(Annualized)",Interestandsimilarincome,Interestandsimilarexpenses,Netinterestincome,Commisssionsreceived,Commisssionspaid,Netcommissions,Dividendsreceived,Netotheroperatingincome,Operatingincome,Netprovisions,Totaladministrativeexpenses,Otherincome/exspenses,Profit/(loss)beforetax,Incometax,Profit/(loss)aftertax,AMD_Assets,FXgroupI_Assets,FXgroupII_Assets,Cost of credit risk,Cost of credit risk_r,Net non-interest,Bonds Attracted
12/31/2017,Econom,26,3,1,2,2,5,2,1,3,3,1,1,1.93,0.518134715,2040905,104216554,-1605120,105821674,78.65,78.65,0.17,190803086,161774478,29028608,13708745,104216554,92709749,93778513,1068764,1549419,1,6,14121977,7141799,6980178,2041823,601361,1440462,1172,-1709604,8077826,155679,5887469,0,2034678,485259,1549419,108744191,80498147,1560748,0.785548361,1.2729961,1097648.00,21704806.00
12/31/2017,Evoca,9,1,,,,1,,,1,,,,3.01,0.332225914,1731246,56880423,-646391,57526814,37.34,37.34,-0.09,105532464,75352124,30180340,17950000,56880423,49776443,55600098,5823655,937532,1,3,6819742,3430027,3389715,634404,526542,107862,1510,-716686,3521248,-43879,2292083,0,1273044,335512,937532,48624897,55414461,1493106,0.805131332,1.242033393,131533.00,499366.00
12/31/2017,HSBC,8,,,,,,,,,,,,35.43,0.028224668,37575485,95431247,-10610810,106042057,28.24,28.24,11.45,208649222,169662886,38986336,18434350,95431247,158579491,158579491,0,-7940583,-4,-17,12955726,4752407,8203319,3622549,466002,3156547,0,37520,12629626,14185858,8565252,0,-10121484,-2180901,-7940583,92294378,114466102,1888742,0.678187303,1.474518906,4426307.00,23299746.00
12/31/2017,INECO,16,2,,,1,2,1,1,1,,,,5.88,0.170068027,10486947,173066076,-5220882,178286958,49.78,49.78,2.34,277842150,229599107,48243043,14545680,173066076,140773746,140773746,0,7024533,3,15,27407203,11721567,15685636,1824112,657447,1166665,0,1826039,19766096,4144847,6699372,-22554,8944431,1919898,7024533,146628313,129201059,2012778,0.342445243,2.920174891,4080460.00,31307180.00
12/31/2017,Mellat,1,,,,,,,,,,,,4.61,0.21691974,275000,5959409,-3886,5963295,1.41,1.41,-3.92,46266115,12019478,34246637,32100000,5823952,4483061,4483061,0,1737075,4,5,3130657,118328,3012329,159170,6923,152247,0,35830,3380281,-244256,936319,455960,2232258,495183,1737075,35603722,10583480,78913,0.40619687,2.461860427,367952.00,26970673.00
12/31/2017,ProCredit,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
12/31/2017,Uni,27,3,1,2,1,2,2,1,2,3,1,2,6.64,0.15060241,9020938,129771487,-6065525,135837012,67.24,67.24,4.56,203220678,167632834,35587844,20489653,135284544,133881944,139021304,5139360,327537,0,1,22355107,11805386,10549721,839271,334162,505109,0,-1510397,9850970,5928404,3428623,0,493943,166406,327537,114509261,84647490,4063927,0.303314991,3.296902658,-698751.00,13592031.00
12/31/2017,VTB,24,5,4,4,3,5,3,4,7,5,3,,31.17,0.03208213,53234400,139251984,-31730764,170982748,59.53,59.61,7.55,216060357,175350602,40709755,47775679,134805785,152178534,152178534,0,-3971594,-2,-12,25834337,10311915,15522422,2655555,1249222,1406332,5222,503635,18620558,12763254,9960516,0,-4103212,-131618,-3971594,128452074,81471431,6136852,0.604785613,1.653478486,3098136.00,26221994.00
3/31/2018,ABB,27,2,1,2,3,3,1,3,3,4,,7,1.73,0.578034682,6887532,391560784,-5951947,397512731,86.42,86.42,0.27,609618296,569385382,40232914,31374560,391560784,443729176,455100954,11371778,570325,0,6,9986493,8669836,1316657,974725,137367,837358,0,-115434,2518802,263078,1519461,0,736263,165938,570325,299861871,302057659,7698766,0.603247496,1.657694407,1202145.00,12853071.00
3/31/2018,ACBA,17,5,4,3,4,4,4,5,6,4,2,,9.84,0.101626016,20991038,198667133,-14755838,213422971,70.3,70.3,-0.92,319658618,256081845,63576773,30000000,198667133,175541146,178982074,3440928,2160245,3,14,7642454,3263078,4379376,931852,319252,612600,1849,-176101,5257727,-478975,2948058,-32105,2820749,660504,2160245,180615578,137642843,1400197,0.560709599,1.783454397,878351.00,23785532.00
3/31/2018,ADB,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
3/31/2018,Ameria,10,1,1,2,,,,,1,,1,,4.4,0.227272727,20922091,458875670,-16162600,475038270,77.25,77.25,0.81,660032224,576894333,83137892,37300480,458875670,340139036,372887075,32748039,2563493,2,13,12461221,6557574,5903647,1017041,209906,807135,0,-246643,7409733,975096,3276262,0,3158375,594882,2563493,183092775.1,467831248,9108201,0.442156571,2.261642291,1506085.00,47029346.00
3/31/2018,IDbank,9,1,,,,1,1,,1,2,,,6.27,0.159489633,4782062,74978470,-1249297,76227767,26.12,26.12,-0.37,134207625,86796633,47410992,33971850,74978470,65236842,76009035,10772193,1536920,5,13,2788064,1176423,1611641,450541,106633,343908,0,16945,2842909,-66141,968734,0,1940316,403396,1536920,76478170,56502304,1227151,0.340754488,2.934664209,1231268.00,26699425.00
3/31/2018,Ararat,32,5,4,2,2,4,2,1,6,2,,2,1.25,0.8,1502255,117540694,-2220234,119760928,147.79,147.79,-0.9,211179003,175164454,36014549,8803655,117540694,81778091,94333879,12555788,903130,2,10,3986367,2206336,1780031,347173,176469,170704,0,-373679,1996734,-271903,1208591,0,1060046,156916,903130,103573312,106545764,1059927,0.605283929,1.652117217,216703.00,40214215.00
3/31/2018,AREXIM,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
3/31/2018,ArmSwiss,1,,,,,,,,,,,,4.93,0.202839757,3314816,66198705,-1036441,67235146,31.27,31.27,-1.15,187882358,146813676,41068682,8752800,66198705,79654535,97503659,17849124,1622226,4,17,4012867,2306496,1706371,60639,30122,30517,0,11041,2018571,-188381,284726,0,1922226,300000,1622226,113792535,72554305,1535518,0.14105325,7.089521156,312200.00,96202119.00
3/31/2018,Artsakh,9,,,,,,,,,,,16,0.75,1.333333333,536678,71149701,-853555,72003256,159.04,159.04,-10.07,140915123,108174303,32740820,23261150,71149701,91976397,91976397,0,2829185,8,36,3441379,1777937,1663442,114579,41156,73423,10537,-37164,1797013,-1789270,657098,0,2929185,100000,2829185,101923493,38879121,112509,0.365661239,2.734771678,133571.00,29225221.00
3/31/2018,ASHB,18,6,4,5,5,6,3,3,4,4,2,3,3.04,0.328947368,12550436,405366955,-6952340,412319295,55.4,55.4,1.37,557814805,491114023,66700782,50227200,405366955,330167564,375336737,45169173,2189575,2,13,11361593,6922527,4439066,1084155,304876,779279,0,270259,6685463,1388914,2585993,0,2710556,520981,2189575,268889825,280365800,8559180,0.386808363,2.585259513,2246397.00,27017466.00
3/31/2018,BTA,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
3/31/2018,Byblos,2,,,,,,,,,,,,14.18,0.070521862,5282565,32841208,-4404133,37245341,83.37,83.37,0.65,88242407,64178112,24064295,23825100,32841208,47790266,47790266,0,159941,1,3,1507485,1012559,494926,25229,15037,10192,0,-21033,479946,56998,263007,0,159941,0,159941,49030815,39181856,29736,0.547992899,1.824841165,-14980.00,27715888.00
3/31/2018,Converse,14,2,2,1,1,6,3,1,3,1,,1,4.56,0.219298246,7334120,155210767,-5553859,160764626,75.73,75.73,0.83,251543148,215090832,36452316,16416633,155210767,175000502,180930330,5929828,1008016,2,11,4859626,2248742,2610884,574504,208690,365814,0,-576133,2871855,342114,1300357,0,1229384,221368,1008016,98554605.39,150925888.8,2062653.81,0.452793404,2.208512737,260971.00,21410932.00
3/31/2018,Econom,26,3,1,2,2,4,2,1,2,3,1,1,1.45,0.689655172,1712896,118435745,-1383637,119819382,79.84,80.78,0.26,195949019,166276067,29672951,13708745,118435745,88325746,89386414,1060668,437612,1,6,3932400,2159478,1772922,666027,127535,538492,0,-483647,2140074,73095,1578101,0,488878,51266,437612,116016682,78655932,1276405,0.737404875,1.356107118,367152.00,23010851.00
3/31/2018,Evoca,9,1,,,,1,,,1,,,,2.72,0.367647059,1754527,60169966,-1817864,61987830,107.78,103.61,0.7,105972996,76381045,29591951,17950000,60169966,48710328,54650632,5940304,423168,2,6,1727613,932805,794808,338743,148656,190087,0,-185380,1029195,104633,498255,0,426307,3139,423168,49562201,54380378,2030417,0.484121085,2.06559894,234387.00,11396725.00
3/31/2018,HSBC,8,,,,,,,,,,,,31.38,0.031867431,31999660,92682533,-9302970,101985503,29.07,29.07,-1.88,213712549,173911626,39800923,18434350,92682533,163402381,163402381,0,728685,1,7,2744616,1020663,1723953,686785,110410,576375,0,-33522,2466773,-489651,2045568,0,910856,182171,728685,94382040,116959193,2371316,0.829248577,1.205911023,742820.00,21493193.00
3/31/2018,INECO,16,2,,,1,2,1,1,1,,,,5.65,0.17699115,10242696,177462414,-5339352,182801766,51.66,52.13,1.8,273072681,222871701,50200980,14545680,177462414,138526618,138526618,0,2028793,3,16,7128700,3089045,4039655,476188,244729,231459,0,405103,4969497,813000,1616523,-6096,2546070,517277,2028793,147385380,125053886,633415,0.325289058,3.074188865,929842.00,32642040.00
3/31/2018,Mellat,1,,,,,,,,,,,,4.65,0.215053763,300000,6448433,-2582,6451015,0.86,0.86,4.09,53398729,19384456,34014273,32100000,6448433,4997813,4997813,0,390033,3,5,822894,22814,800080,137442,1926,135516,0,3615,973245,63433,229361,141462,538989,148956,390033,35885406,17395647,117676,0.235666251,4.243288955,173165.00,27477732.00
3/31/2018,ProCredit,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
3/31/2018,Uni,27,3,1,2,1,1,2,1,2,3,1,2,38.23,0.026157468,60312546,130619229,-33182487,163801716,52.98,55.02,3.47,194974374,162413057,32561317,20489653,151679201,135586908,143347285,7760377,427823,1,5,5491431,2546745,2944686,281759,90159,191600,0,-551635,2728931,1299551,888778,0,540602,112779,427823,108769201,82421545,3783628,0.325687238,3.070430411,-215755.00,17530972.00
3/31/2018,VTB,24,5,4,4,3,5,3,4,7,5,3,,24.74,0.040420372,40424712,132694527,-30722931,163417458,76,76,5.37,218005393,179320441,38684952,47775679,132694527,157177265,157177265,0,150808,0,2,6453829,2115492,4338338,570579,366230,204349,1025,-233329,4800858,2216328,2470423,0,114107,-36701,150808,117606103,93063849,7335441,0.514579477,1.943334402,462520.00,23350640.00
6/30/2018,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,26.68,0.037481259,29899449,102624877,-9423285,112048162,31.52,31.52,0.98,205738218,166637855,39100363,18434350,102624877,154615222,154615222,0,78681,0,0,5508929,1970106,3538823,1368672,220769,1147903,0,-53344,4965546,516756,4338148,0,110642,31961,78681,89094001,113909786,2734431,0.873649746,1.144623466,1426723.00,18807517.00
6/30/2018,ASHB,19,6,4,5,5,6,3,3,4,4,2,3,3.2,0.3125,14726448,451556275,-8308273,459864548,56.42,56.42,1.53,628628010,560998099,67629911,50227200,451556275,346260476,393329524,47069048,3570205,1,11,23297236,14282955,9014281,2199637,692751,1506886,0,485323,13161582,3217793,5456011,0,4487778,917573,3570205,290240023,333983129,4404858,0.414540668,2.412308555,4147301.00,22699745.00
6/30/2018,Ameria,10,1,1,2,0,0,0,0,1,0,1,0,3.11,0.321543408,15772593,492314629,-14888330,507202959,94.39,94.39,0.97,693491627,608198785,85292842,37300480,492314628,351473589,399468605,47995016,5927569,2,15,25301045,12972994,12328051,2086000,487678,1598322,0,689703,16670583,2355732,6871040,0,7443811,1516242,5927569,184647187,500748965,8095475,0.412165554,2.426209542,4342532.00,43520665.00
6/30/2018,ABB,27,3,1,2,3,3,1,3,3,3,0,7,2.35,0.425531915,9675226,405706733,-6515352,412222085,67.34,67.34,0.49,563051201,521664014,41387187,31374560,405706733,393142513,404565900,11423387,1827134,1,9,20405592,17079647,3325945,2092079,299091,1792988,0,151920,6277901,965685,3000966,0,2311250,484116,1827134,299587747,254828990,8634464,0.4780206,2.091960054,2951956.00,12464003.00
6/30/2018,VTB,24,5,4,4,3,5,3,4,7,5,3,0,33.14,0.030175015,56441339,137778385,-32517135,170295520,57.61,57.61,4.73,231022474,192374243,38648231,47775679,137778385,153714890,153714890,0,689239,1,4,13078522,4089690,8988832,1192247,744110,448137,2499,-672388,9509372,3921190,4903767,0,684415,-4824,689239,149293436,76030903,5698135,0.515677271,1.939197355,520540.00,21910657.00
6/30/2018,Econom,25,3,1,2,2,4,3,1,2,3,1,1,1.04,0.961538462,1315218,125155715,-1490744,126646459,113.35,113.35,0.17,199481339,166675107,32806232,16708745,125155715,90449434,91913016,1463582,953615,1,6,8041966,4386135,3655832,1407714,246458,1161255,0,128432,4521229,98765,3250432,0,1172032,218417,953615,117748135,80206596,1526608,0.718926646,1.390962493,865397.00,21479409.00
6/30/2018,Artsakh,9,0,0,0,0,0,0,0,0,0,0,16,0.73,1.369863014,554463,74920101,-865062,75785163,156.02,156.02,-6.4,145929463,111757410,34172053,23261150,74920101,93960845,93960845,0,4292096,6,27,7095980,3607133,3488847,252224,80843,171381,10537,-68464,3768996,-2317690,1264590,0,4822096,530000,4292096,106811331,38991632,126500,0.335524368,2.980409459,280149.00,31427042.00
6/30/2018,IDbank,9,1,0,0,0,1,1,0,1,2,0,0,6.34,0.157728707,4759218,70813336,-4233839,75047175,88.96,88.96,-0.04,120393195,75040813,45352382,33971850,70813336,55900783,66676573,10775790,2541090,4,11,5623965,2261276,3362689,662880,151076,511804,0,332528,5905023,-16072,2492182,0,3428913,887823,2541090,71193327,47609197,1590671,0.422044419,2.369418845,2542334.00,25363682.00
6/30/2018,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,5.67,0.176366843,428854,7554618,-3285,7557903,0.77,0.77,17.67,64639139,30497644,34141495,32100000,7554618,7029348,7029348,0,127111,0,1,1675811,47948,1627863,245268,8117,237151,0,10497,1914200,647186,446531,235893,584590,67447,517143,37608504,26926579,104056,0.23037494,4.34074991,286337.00,28845956.00
6/30/2018,Evoca,9,1,0,0,0,1,0,0,1,0,0,0,3.46,0.289017341,2298660,66405939,-2254111,68660050,94.84,98.06,1.9,119313282,90080682,29232600,17950000,66405939,57225080,62864279,5639199,854241,2,6,3644094,1962643,1681451,732919,279191,453728,0,-351067,2163224,593177,660488,0,909559,55318,854241,54751596,62344370,2217316,0.305325755,3.27519046,481773.00,9982382.00
6/30/2018,ACBA,17,5,4,3,4,4,4,5,6,4,2,0,8.7,0.114942529,19086529,205859728,-13453771,219313499,70.49,70.49,-0.25,316229751,254573454,61656297,30000000,205859728,177204717,180666877,3462160,3929076,2,13,15417072,6595755,8821317,1945833,667384,1278449,3708,-189192,10643733,-264823,5797410,-57890,5169036,1239960,3929076,195231162,119458323,1540266,0.544678263,1.835946224,1822416.00,22130690.00
6/30/2018,Ineco,16,2,0,0,1,2,1,1,1,0,0,0,4.71,0.212314225,8972360,185038705,-5370444,190409149,59.86,59.86,2.39,275281120,223578643,51702477,14545680,185038705,141412429,142696982,1284553,3779986,3,15,14427168,6101474,8325694,966108,523385,442723,0,769571,10152788,2197286,3348236,-12315,4619581,839595,3779986,150559954,123695470,1025696,0.329784883,3.032279682,1827094.00,28995191.00
6/30/2018,Converse,15,2,2,1,1,6,3,1,3,1,0,1,4.49,0.222717149,7868016,169901216,-5284162,175185378,67.16,67.16,0.75,256966420,220188800,36777620,16416633,169901216,170981733,184467730,13485997,2011746,2,11,9938082,4608694,5329388,1200277,402492,797785,0,-1086875,5794208,627544,2654523,0,2512141,500395,2011746,100679443.4,154179852,2107124.64,0.458133881,2.182768054,464820.00,29218046.00
6/30/2018,Byblos,2,0,0,0,0,0,0,0,0,0,0,0,13.87,0.072098053,5432440,34767299,-4410549,39177848,81.19,81.19,0.61,90973846,66590355,24383491,23825100,34767299,50280451,50280451,0,729282,2,6,3101272,2048664,1052608,51182,31431,19751,0,-44216,1325043,112200,544719,0,668124,-61158,729282,49125960,41824475,23411,0.411095338,2.432525761,272435.00,27123574.00
6/30/2018,Uni,27,3,1,2,1,2,2,1,2,3,1,2,40.83,0.024491795,66828390,128064008,-35625911,163689919,53.31,53.31,3.8,190597179,157925771,32671408,20489653,128064008,143978200,149298040,5319840,626943,1,4,10909984,4887758,6022226,591220,185088,406132,0,-1086861,5669559,2976241,1911882,0,781436,154493,626943,107732591,76480513,6384075,0.337218821,2.965433534,-352667.00,15379926.00
6/30/2018,Ararat,31,5,4,3,2,4,2,1,6,2,0,2,1.29,0.775193798,1559878,118769766,-1987286,120757052,127.4,127.4,-0.48,210378505,174245012,36133493,8803655,118769767,74659625,86501704,11842079,1367486,1,8,7927786,4347002,3580784,689469,363953,325516,0,-793820,3819020,-289001,2418157,0,1689864,322378,1367486,95599200,113617510,1161795,0.633187834,1.579310192,238236.00,32076319.00
6/30/2018,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,4.53,0.220750552,3047809,65758402,-1456918,67215320,47.8,47.8,0.92,190758811,149884271,40874540,8752800,65758402,81069086,103414551,22345465,2611179,3,13,8324339,4933382,3390957,175953,58287,117666,0,83304,4171955,304467,626309,0,3241179,630000,2611179,116923540,72532285,1302986,0.150123623,6.661176836,780998.00,101472134.00
9/30/2018,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,26.99,0.03705076,30532089,103688019,-9453179,113141198,30.96,30.96,0.98,208541079,169102747,39438332,18434350,103688019,164704777,164704777,0,422706,0,1,8251913,2819786,5432127,2001493,348621,1652872,0,-60858,7617636,793037,6283925,0,540674,117968,422706,98100223,107650208,2790648,0.824917993,1.212241712,2185509.00,18741115.00
9/30/2018,ASHB,19,6,4,5,5,6,3,3,4,4,2,3,3.94,0.253807107,18335970,455133810,-9981487,465115297,54.44,54.44,1.56,670850215,602027646,68822569,50227200,455133809,374980189,418349359,43369170,4746541,1,9,36085614,22442441,13643173,3290508,1159411,2131097,0,699185,19226688,5073170,8209671,0,5943847,1197306,4746541,305325273,360647139,4877803,0.42699351,2.34195597,5583515.00,33249858.00
9/30/2018,Ameria,10,1,1,2,0,0,0,0,1,0,1,0,6.73,0.14858841,34174224,496086871,-11532309,507619180,33.75,33.75,1.87,710253551,622837940,87415611,37300480,496086871,363228342,409965046,46736704,8069657,2,13,38909803,19458279,19451524,3266283,811907,2454376,0,1794229,26872030,6927662,10062553,0,9881815,1812158,8069657,201383728,502781892,6087931,0.374461959,2.670498233,7420506.00,45671418.00
9/30/2018,ABB,27,4,1,3,3,3,1,3,3,3,0,7,3.03,0.330033003,12824049,416006046,-7543513,423549559,58.82,58.82,1,597136899,555354137,41782762,31374560,416006046,424408092,435844260,11436168,2142154,0,7,31085658,25405815,5679843,3237826,460015,2777811,0,339153,10258423,3030240,4489109,0,2739074,596920,2142154,314542786,268326966,14267147,0.437602251,2.285180201,4578580.00,12338766.00
9/30/2018,VTB,25,5,4,4,3,5,3,4,7,5,3,0,32.29,0.03096934,58673124,148479283,-33234755,181714038,56.64,56.64,4.62,276555870,237450355,39105515,47775679,148479283,195830383,195830383,0,836824,0,3,19611400,6319029,13292371,1901283,1073514,827769,5042,-1147607,14150780,5892166,7412750,0,845864,9040,836824,165037082,106108900,5409888,0.523840382,1.908978449,858409.00,20562128.00
9/30/2018,Econom,27,3,1,2,2,4,3,1,2,3,1,1,0.83,1.204819277,1106706,132317684,-1656648,133974332,149.69,149.69,0.29,206990185,173809483,33180702,16708745,132317684,100437849,102494866,2057017,1619048,1,7,12236598,6582514,5654085,2218601,356906,1861694,1329,-1582042,7360514,265295,5012967,0,2082252,463204,1619048,116434847,89138045,1417293,0.681062083,1.468294925,1706429.00,19617304.00
9/30/2018,Artsakh,9,0,0,0,0,0,0,0,0,0,0,16,0.92,1.086956522,724416,77796863,-917880,78714743,126.72,126.71,-4.46,148625611,113073111,35552500,23261150,77796863,94641135,94641135,0,5600419,5,22,10835728,5418278,5417450,380578,120955,259623,11604,-118668,5785239,-2475993,1830813,0,6430419,830000,5600419,109455511,38945317,224783,0.316462812,3.159928946,367789.00,33210790.00
9/30/2018,IDbank,9,1,0,0,0,1,1,0,1,2,0,0,6.11,0.163666121,4356759,67329786,-3958935,71288721,90.87,90.87,-0.16,124018498,77747424,46271074,33971850,67329786,57173769,67998309,10824540,3440946,4,10,8429052,3286160,5142892,893964,217862,676102,1229,250962,7896059,-88950,3569281,0,4415728,974782,3440946,72488187,50022831,1507480,0.452033223,2.212226777,2753167.00,25935855.00
9/30/2018,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,5.98,0.16722408,495000,8271353,-3301,8274654,0.67,0.67,5.71,67420569,32049818,35370751,32100000,8271354,7574614,7574614,0,1290479,3,5,2580066,95334,2484732,406689,10425,396264,0,12479,2997072,301635,688925,364897,1641615,351136,1290479,40116871,25737013,1566685,0.229866016,4.350360342,512340.00,30241185.00
9/30/2018,Evoca,9,1,0,0,0,1,0,0,1,0,0,0,11.18,0.089445438,8310212,70613891,-2368843,72982734,29.03,28.51,1.25,123505431,94154528,29350903,17950000,70613891,58161482,63779007,5617525,976431,1,4,5874056,3115183,2758873,1044390,443710,600680,1713,-516872,3417555,613856,1621053,0,1182646,206215,976431,57839731,63065508,2600192,0.47433121,2.108231503,658682.00,11001014.00
9/30/2018,ACBA,18,5,4,3,4,4,4,5,6,4,2,0,9.41,0.106269926,21199532,211040105,-14266777,225306882,67.3,67.3,0.17,339107410,275620785,63486625,30000000,211040105,188493899,193681052,5187153,5564275,2,12,23543558,10161521,13382037,3112139,1177723,1934416,5569,-501740,16101899,276030,8812268,-142746,7156347,1592072,5564275,207768608,130013080,1325722,0.547281287,1.827213946,2719862.00,24804841.00
9/30/2018,Ineco,17,2,0,0,1,2,1,1,1,0,0,0,4.52,0.221238938,8972360,193026536,-5546009,198572545,61.81,61.81,2.48,273965191,223538227,50426964,14545680,193026536,148813251,151265576,2452325,5546195,3,15,21891495,9092089,12799406,1511111,858201,652910,0,1020085,15428007,3480386,5085936,-18593,6880278,1334083,5546195,152632375,120527634,805182,0.32965606,3.033464636,2628601.00,29482075.00
9/30/2018,Converse,16,1,2,1,1,6,3,1,3,1,0,1,4.69,0.213219616,8854425,183770512,-5059194,188829706,57.14,57.14,0.94,271139993,233345880,37794113,16416633,183770512,175272038,192137604,16865566,2917837,2,11,15401163,7033911,8367252,1904185,644400,1259785,0,0,10806831,1216785,4043938,1894634,3651474,733637,2917837,106232649.3,162683995.8,2223347.94,0.374202021,2.672353285,2439579.00,30525971.00
9/30/2018,Byblos,2,0,0,0,0,0,0,0,0,0,0,0,12.21,0.081900082,4755102,34622685,-4326819,38949504,90.99,90.99,0.45,92269703,67739795,24529908,23825100,34622685,52050653,52050653,0,1127947,2,6,4733547,3108364,1625183,82141,48613,33528,0,-73321,2217510,126580,881105,0,1209825,81878,1127947,50693398,41536867,39438,0.397339809,2.516737506,592327.00,37224073.00
9/30/2018,Uni,27,3,1,2,1,2,2,1,2,3,1,2,40.48,0.024703557,64401432,121998184,-37083979,159082163,57.58,57.58,3.78,199334697,166593655,32741042,20489652,128674716,148828835,154134919,5306084,766804,1,3,15632542,7109498,8523044,1544922,292001,1252921,0,-1720698,8379724,4486124,2808431,0,1085169,318365,766804,118281517,75194313,5858867,0.335146002,2.983774218,-143320.00,15776012.00
9/30/2018,Ararat,31,5,4,3,2,4,2,1,6,2,0,2,0.78,1.282051282,918867,116672277,-1510496,118182773,164.39,164.39,-0.71,208067130,171005818,37061312,8803655,116672277,69841524,83069736,13228212,2322876,1,9,11964115,6661115,5303000,1079114,583425,495689,0,-1157958,5740948,-641426,3600137,0,2782237,459361,2322876,99493836,107591730,981564,0.627097998,1.594647094,437948.00,32574867.00
9/30/2018,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,3.81,0.262467192,2606961,67344515,-1091128,68435643,41.85,41.85,1.14,221143007,174817432,46325575,8752800,67347890,85011022,107698435,22687413,4294697,3,14,12940930,7755514,5185416,238235,72519,165716,1067,64303,6788939,570863,993379,0,5224697,930000,4294697,145579750,74395068,1168189,0.146323159,6.834188155,1603523.00,129406904.00
12/31/2018,ABB,28,2,1,3,3,3,1,3,3,4,0,7,6.04,0.165562914,27396872,438149015,-8355259,446504274,30.96,30.5,1.03,611824023,575856380,35967643,31374560,413029354,473843388,485305559,11462171,852520,0,2,41563495,32975738,8587757,4749493,1361796,3387697,0,-556281,13641125,7453083,5001998,0,1186044,333524,852520,328520781,300276720,14093654,0.366685152,2.72713524,5053368.00,3460892.00
12/31/2018,ACBA,18,5,4,3,4,4,4,5,6,4,2,0,4.69,0.213219616,10724880,219909873,-7669264,227579137,71.89,71.51,-0.45,349491965,285802669,63689296,30000000,221269984,201775444,210806525,9031081,6247488,2,10,31945974,14176552,17769422,4146272,1730103,2416169,223631,155219,23605389,504398,15027885,0,8073106,1825618,6247488,207486038,141332639,1357721,0.636629415,1.570772535,5835967.00,27637698.00
12/31/2018,Ameria,11,1,1,2,0,0,0,0,1,0,1,0,3.34,0.299401198,18819298,547943181,-15952352,563895533,84.77,84.77,1.86,779747227,689989280,89757947,37300480,547943183,399086132,449932488,50846356,10502444,1,13,53640166,26309095,27331071,4511230,1111594,3399636,0,1766590,36782298,9403714,14054616,0,13323968,2821524,10502444,232223551,539492765,8045122,0.382102717,2.617097329,9451227.00,50427591.00
12/31/2018,Ararat,31,5,4,3,2,4,2,1,6,2,0,2,0.6,1.666666667,735972,120604963,-1940616,122545579,263.68,263.68,-0.37,220828484,185917234,34911250,8803655,119978388,80850763,94104756,13253993,514804,0,1,15814734,8860575,6954159,1565536,818476,747060,0,341182,9279297,-390783,8481992,0,1188088,673284,514804,99467771,122237667,1246992,0.914077004,1.093999735,2325138.00,33360753.00
12/31/2018,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,0.24,4.166666667,182838,73630277,-1620583,75250860,886.35,886.35,1.66,230404797,187562059,42842738,8752800,73630277,93895419,121068483,27173064,5053788,3,12,18252054,10873540,7378514,235298,122542,112756,0,113702,9612758,1505539,1778492,0,6328727,1274939,5053788,159054175,74850398,1144727,0.185013708,5.405004909,2234244.00,98535674.00
12/31/2018,Artsakh,9,0,0,0,0,0,0,0,0,0,0,16,0.27,3.703703704,225798,81327056,-1007563,82334619,446.22,446.22,-3.31,153834104,118824754,35009350,23261150,83289946,98110154,98110154,0,6062107,4,18,14896356,7262165,7634191,439611,140840,298771,0,-769359,7504193,-2367343,2313479,0,7558057,1495950,6062107,113854245,41612105,216826,0.308291511,3.243683216,-129998.00,28162730.00
